yearstart,locationabbr,stratificationcategory1,stratification1,overweight_value,obesity_value,obesity_high_risk,overweight_high_risk
2012,WV,Race/Ethnicity,Non-Hispanic White,34.7,33.8,1,0
2012,WV,Sex,Female,30.0,33.1,1,0
2012,WV,Sex,Male,38.9,34.5,1,1
2012,WV,Total,Total,34.5,33.8,1,0
2012,WY,Age (years),18 - 24,28.3,14.6,0,0
2012,WY,Age (years),25 - 34,39.4,23.0,0,1
2012,WY,Age (years),35 - 44,40.4,29.1,0,1
2012,WY,Age (years),45 - 54,39.7,26.6,0,1
2012,WY,Age (years),55 - 64,38.8,32.1,1,1
2012,WY,Age (years),65 or older,43.1,20.5,0,1
2012,WY,Education,College graduate,40.9,17.1,0,1
2012,WY,Education,High school graduate,38.2,25.7,0,1
2012,WY,Education,Less than high school,34.8,36.2,1,1
2012,WY,Education,Some college or technical school,38.8,25.6,0,1
2012,WY,Income,"$15,000 - $24,999",35.0,26.4,0,1
2012,WY,Income,"$25,000 - $34,999",44.3,22.2,0,1
2012,WY,Income,"$35,000 - $49,999",39.4,23.5,0,1
2012,WY,Income,"$50,000 - $74,999",37.3,29.1,0,1
2012,WY,Income,"$75,000 or greater",43.0,21.9,0,1
2012,WY,Income,Data not reported,37.4,26.0,0,1
2012,WY,Income,"Less than $15,000",27.7,25.2,0,0
2012,WY,Race/Ethnicity,2 or more races,20.3,37.4,1,0
2012,WY,Race/Ethnicity,American Indian/Alaska Native,48.5,24.1,0,1
2012,WY,Race/Ethnicity,Hispanic,35.0,28.5,0,1
2012,WY,Race/Ethnicity,Non-Hispanic White,38.9,24.3,0,1
2012,WY,Sex,Female,30.6,26.8,0,0
2012,WY,Sex,Male,46.1,22.6,0,1
2012,WY,Total,Total,38.7,24.6,0,1
2013,AK,Age (years),18 - 24,31.3,12.6,0,0
2013,AK,Age (years),25 - 34,36.2,28.1,0,1
2013,AK,Age (years),35 - 44,37.5,33.5,1,1
2013,AK,Age (years),45 - 54,45.2,29.8,0,1
2013,AK,Age (years),55 - 64,35.3,33.1,1,1
2013,AK,Age (years),65 or older,38.7,30.4,0,1
2013,AK,Education,College graduate,38.8,21.2,0,1
2013,AK,Education,High school graduate,35.5,33.1,1,1
2013,AK,Education,Less than high school,39.1,28.2,0,1
2013,AK,Education,Some college or technical school,38.3,29.6,0,1
2013,AK,Income,"$15,000 - $24,999",32.5,32.7,1,0
2013,AK,Income,"$25,000 - $34,999",39.3,24.5,0,1
2013,AK,Income,"$35,000 - $49,999",38.2,31.7,1,1
2013,AK,Income,"$50,000 - $74,999",33.2,32.3,1,0
2013,AK,Income,"$75,000 or greater",42.8,27.0,0,1
2013,AK,Income,Data not reported,35.1,19.6,0,1
2013,AK,Income,"Less than $15,000",32.7,29.3,0,0
2013,AK,Race/Ethnicity,2 or more races,35.7,23.2,0,1
2013,AK,Race/Ethnicity,American Indian/Alaska Native,33.2,33.6,1,0
2013,AK,Race/Ethnicity,Asian,29.8,30.3,0,0
2013,AK,Race/Ethnicity,Hispanic,37.7,31.7,1,1
2013,AK,Race/Ethnicity,Non-Hispanic Black,27.8,39.5,1,0
2013,AK,Race/Ethnicity,Non-Hispanic White,39.9,26.4,0,1
2013,AK,Sex,Female,31.2,27.5,0,0
2013,AK,Sex,Male,43.4,29.2,0,1
2013,AK,Total,Total,37.7,28.4,0,1
2013,AL,Age (years),18 - 24,24.8,19.0,0,0
2013,AL,Age (years),25 - 34,38.6,30.4,0,1
2013,AL,Age (years),35 - 44,32.2,36.7,1,0
2013,AL,Age (years),45 - 54,35.1,40.0,1,1
2013,AL,Age (years),55 - 64,38.4,37.1,1,1
2013,AL,Age (years),65 or older,41.5,28.4,0,1
2013,AL,Education,College graduate,38.9,27.6,0,1
2013,AL,Education,High school graduate,36.1,32.1,1,1
2013,AL,Education,Less than high school,35.3,33.8,1,1
2013,AL,Education,Some college or technical school,33.6,35.2,1,0
2013,AL,Income,"$15,000 - $24,999",33.9,36.6,1,0
2013,AL,Income,"$25,000 - $34,999",35.2,33.1,1,1
2013,AL,Income,"$35,000 - $49,999",40.7,31.1,0,1
2013,AL,Income,"$50,000 - $74,999",38.0,35.8,1,1
2013,AL,Income,"$75,000 or greater",36.7,26.9,0,1
2013,AL,Income,Data not reported,35.3,28.9,0,1
2013,AL,Income,"Less than $15,000",31.4,37.2,1,0
2013,AL,Race/Ethnicity,American Indian/Alaska Native,22.3,46.2,1,0
2013,AL,Race/Ethnicity,Hispanic,35.2,28.2,0,1
2013,AL,Race/Ethnicity,Non-Hispanic Black,34.4,41.3,1,0
2013,AL,Race/Ethnicity,Non-Hispanic White,36.0,29.6,0,1
2013,AL,Sex,Female,30.9,34.0,1,0
2013,AL,Sex,Male,40.8,30.9,0,1
2013,AL,Total,Total,35.7,32.4,1,1
2013,AR,Age (years),18 - 24,23.1,29.6,0,0
2013,AR,Age (years),25 - 34,33.7,34.2,1,0
2013,AR,Age (years),35 - 44,33.0,42.1,1,0
2013,AR,Age (years),45 - 54,39.1,37.9,1,1
2013,AR,Age (years),55 - 64,36.0,38.5,1,1
2013,AR,Age (years),65 or older,42.1,26.4,0,1
2013,AR,Education,College graduate,40.3,27.2,0,1
2013,AR,Education,High school graduate,32.2,36.0,1,0
2013,AR,Education,Less than high school,33.0,39.6,1,0
2013,AR,Education,Some college or technical school,37.2,34.5,1,1
2013,AR,Income,"$15,000 - $24,999",33.2,35.3,1,0
2013,AR,Income,"$25,000 - $34,999",32.5,34.3,1,0
2013,AR,Income,"$35,000 - $49,999",42.6,34.6,1,1
2013,AR,Income,"$50,000 - $74,999",41.9,33.0,1,1
2013,AR,Income,"$75,000 or greater",40.3,28.2,0,1
2013,AR,Income,Data not reported,29.5,35.2,1,0
2013,AR,Income,"Less than $15,000",28.5,41.5,1,0
2013,AR,Race/Ethnicity,2 or more races,23.7,33.9,1,0
2013,AR,Race/Ethnicity,American Indian/Alaska Native,48.6,20.3,0,1
2013,AR,Race/Ethnicity,Hispanic,29.0,42.5,1,0
2013,AR,Race/Ethnicity,Non-Hispanic Black,30.1,46.2,1,0
2013,AR,Race/Ethnicity,Non-Hispanic White,36.8,32.3,1,1
2013,AR,Sex,Female,31.1,34.1,1,0
2013,AR,Sex,Male,39.4,35.2,1,1
2013,AR,Total,Total,35.3,34.6,1,1
2013,AZ,Age (years),18 - 24,29.5,13.4,0,0
2013,AZ,Age (years),25 - 34,28.1,29.6,0,0
2013,AZ,Age (years),35 - 44,36.9,27.6,0,1
2013,AZ,Age (years),45 - 54,37.5,34.6,1,1
2013,AZ,Age (years),55 - 64,36.6,30.4,0,1
2013,AZ,Age (years),65 or older,39.8,23.2,0,1
2013,AZ,Education,College graduate,39.4,19.2,0,1
2013,AZ,Education,High school graduate,35.4,27.3,0,1
2013,AZ,Education,Less than high school,22.2,42.5,1,0
2013,AZ,Education,Some college or technical school,37.1,24.9,0,1
2013,AZ,Income,"$15,000 - $24,999",36.4,33.7,1,1
2013,AZ,Income,"$25,000 - $34,999",32.5,25.5,0,0
2013,AZ,Income,"$35,000 - $49,999",34.4,22.0,0,0
2013,AZ,Income,"$50,000 - $74,999",39.4,26.3,0,1
2013,AZ,Income,"$75,000 or greater",39.6,22.5,0,1
2013,AZ,Income,Data not reported,29.2,27.2,0,0
2013,AZ,Income,"Less than $15,000",28.9,32.4,1,0
2013,AZ,Race/Ethnicity,2 or more races,39.0,14.8,0,1
2013,AZ,Race/Ethnicity,American Indian/Alaska Native,28.0,53.0,1,0
2013,AZ,Race/Ethnicity,Hispanic,29.9,36.7,1,0
2013,AZ,Race/Ethnicity,Non-Hispanic Black,45.6,34.5,1,1
2013,AZ,Race/Ethnicity,Non-Hispanic White,37.0,21.7,0,1
2013,AZ,Race/Ethnicity,Other,32.2,23.5,0,0
2013,AZ,Sex,Female,26.8,27.1,0,0
2013,AZ,Sex,Male,43.0,26.5,0,1
2013,AZ,Total,Total,35.1,26.8,0,1
2013,CA,Age (years),18 - 24,24.6,12.2,0,0
2013,CA,Age (years),25 - 34,35.1,23.0,0,1
2013,CA,Age (years),35 - 44,37.2,26.7,0,1
2013,CA,Age (years),45 - 54,39.3,28.3,0,1
2013,CA,Age (years),55 - 64,38.3,30.3,0,1
2013,CA,Age (years),65 or older,39.3,22.0,0,1
2013,CA,Education,College graduate,35.3,14.3,0,1
2013,CA,Education,High school graduate,36.9,24.5,0,1
2013,CA,Education,Less than high school,38.4,34.3,1,1
2013,CA,Education,Some college or technical school,34.7,26.4,0,0
2013,CA,Income,"$15,000 - $24,999",36.9,27.4,0,1
2013,CA,Income,"$25,000 - $34,999",39.3,25.6,0,1
2013,CA,Income,"$35,000 - $49,999",37.3,25.4,0,1
2013,CA,Income,"$50,000 - $74,999",37.7,25.8,0,1
2013,CA,Income,"$75,000 or greater",37.1,19.5,0,1
2013,CA,Income,Data not reported,31.5,17.0,0,0
2013,CA,Income,"Less than $15,000",31.8,29.7,0,0
2013,CA,Race/Ethnicity,2 or more races,32.7,33.8,1,0
2013,CA,Race/Ethnicity,American Indian/Alaska Native,36.7,38.6,1,1
2013,CA,Race/Ethnicity,Asian,30.6,9.3,0,0
2013,CA,Race/Ethnicity,Hispanic,38.7,30.6,0,1
2013,CA,Race/Ethnicity,Non-Hispanic Black,39.3,34.8,1,1
2013,CA,Race/Ethnicity,Non-Hispanic White,35.6,21.8,0,1
2013,CA,Sex,Female,29.7,23.1,0,0
2013,CA,Sex,Male,42.2,25.1,0,1
2013,CA,Total,Total,36.0,24.1,0,1
2013,CO,Age (years),18 - 24,22.4,11.3,0,0
2013,CO,Age (years),25 - 34,31.7,20.8,0,0
2013,CO,Age (years),35 - 44,37.1,24.5,0,1
2013,CO,Age (years),45 - 54,36.1,24.6,0,1
2013,CO,Age (years),55 - 64,39.1,24.9,0,1
2013,CO,Age (years),65 or older,41.1,18.6,0,1
2013,CO,Education,College graduate,36.2,15.8,0,1
2013,CO,Education,High school graduate,36.0,21.7,0,1
2013,CO,Education,Less than high school,34.5,28.8,0,0
2013,CO,Education,Some college or technical school,33.5,24.1,0,0
2013,CO,Income,"$15,000 - $24,999",34.9,23.7,0,1
2013,CO,Income,"$25,000 - $34,999",33.4,23.3,0,0
2013,CO,Income,"$35,000 - $49,999",36.4,21.8,0,1
2013,CO,Income,"$50,000 - $74,999",35.6,22.3,0,1
2013,CO,Income,"$75,000 or greater",38.0,18.0,0,1
2013,CO,Income,Data not reported,29.1,19.6,0,0
2013,CO,Income,"Less than $15,000",30.4,28.2,0,0
2013,CO,Race/Ethnicity,2 or more races,31.6,23.2,0,0
2013,CO,Race/Ethnicity,American Indian/Alaska Native,41.9,23.0,0,1
2013,CO,Race/Ethnicity,Asian,23.8,9.8,0,0
2013,CO,Race/Ethnicity,Hispanic,36.9,30.5,0,1
2013,CO,Race/Ethnicity,Non-Hispanic Black,30.0,29.5,0,0
2013,CO,Race/Ethnicity,Non-Hispanic White,35.0,18.7,0,1
2013,CO,Sex,Female,27.1,21.8,0,0
2013,CO,Sex,Male,42.6,20.8,0,1
2013,CO,Total,Total,35.1,21.3,0,1
2013,CT,Age (years),18 - 24,26.1,15.5,0,0
2013,CT,Age (years),25 - 34,37.7,21.5,0,1
2013,CT,Age (years),35 - 44,37.4,28.6,0,1
2013,CT,Age (years),45 - 54,40.3,26.2,0,1
2013,CT,Age (years),55 - 64,38.9,28.4,0,1
2013,CT,Age (years),65 or older,41.2,26.3,0,1
2013,CT,Education,College graduate,37.7,18.6,0,1
2013,CT,Education,High school graduate,38.4,28.5,0,1
2013,CT,Education,Less than high school,38.9,29.8,0,1
2013,CT,Education,Some college or technical school,36.1,26.9,0,1
2013,CT,Income,"$15,000 - $24,999",35.7,33.6,1,1
2013,CT,Income,"$25,000 - $34,999",37.7,28.6,0,1
2013,CT,Income,"$35,000 - $49,999",38.1,28.1,0,1
2013,CT,Income,"$50,000 - $74,999",41.9,22.8,0,1
2013,CT,Income,"$75,000 or greater",37.7,21.2,0,1
2013,CT,Income,Data not reported,36.5,23.6,0,1
2013,CT,Income,"Less than $15,000",33.5,29.6,0,0
2013,CT,Race/Ethnicity,2 or more races,29.8,33.1,1,0
2013,CT,Race/Ethnicity,Asian,29.7,9.2,0,0
2013,CT,Race/Ethnicity,Hispanic,39.6,32.8,1,1
2013,CT,Race/Ethnicity,Non-Hispanic Black,34.9,32.5,1,1
2013,CT,Race/Ethnicity,Non-Hispanic White,38.2,23.3,0,1
2013,CT,Race/Ethnicity,Other,40.5,16.0,0,1
2013,CT,Sex,Female,31.4,24.4,0,0
2013,CT,Sex,Male,43.9,25.5,0,1
2013,CT,Total,Total,37.6,25.0,0,1
2013,DC,Age (years),18 - 24,21.0,7.6,0,0
2013,DC,Age (years),25 - 34,30.7,18.9,0,0
2013,DC,Age (years),35 - 44,28.8,27.4,0,0
2013,DC,Age (years),45 - 54,35.9,29.9,0,1
2013,DC,Age (years),55 - 64,35.7,30.1,0,1
2013,DC,Age (years),65 or older,32.5,23.8,0,0
2013,DC,Education,College graduate,31.1,13.7,0,0
2013,DC,Education,High school graduate,31.4,31.3,0,0
2013,DC,Education,Less than high school,28.6,37.8,1,0
2013,DC,Education,Some college or technical school,31.7,27.7,0,0
2013,DC,Income,"$15,000 - $24,999",29.1,35.1,1,0
2013,DC,Income,"$25,000 - $34,999",27.6,27.5,0,0
2013,DC,Income,"$35,000 - $49,999",36.1,24.3,0,1
2013,DC,Income,"$50,000 - $74,999",33.7,20.5,0,0
2013,DC,Income,"$75,000 or greater",31.5,13.5,0,0
2013,DC,Income,Data not reported,28.0,20.7,0,0
2013,DC,Income,"Less than $15,000",30.2,35.5,1,0
2013,DC,Race/Ethnicity,2 or more races,38.4,19.1,0,1
2013,DC,Race/Ethnicity,Asian,28.5,5.0,0,0
2013,DC,Race/Ethnicity,Hispanic,39.1,15.3,0,1
2013,DC,Race/Ethnicity,Non-Hispanic Black,31.4,36.4,1,0
2013,DC,Race/Ethnicity,Non-Hispanic White,29.9,9.8,0,0
2013,DC,Sex,Female,24.3,24.9,0,0
2013,DC,Sex,Male,38.0,20.6,0,1
2013,DC,Total,Total,30.9,22.9,0,0
2013,DE,Age (years),18 - 24,21.6,16.0,0,0
2013,DE,Age (years),25 - 34,31.6,30.8,0,0
2013,DE,Age (years),35 - 44,35.9,31.4,0,1
2013,DE,Age (years),45 - 54,31.2,39.1,1,0
2013,DE,Age (years),55 - 64,38.7,34.6,1,1
2013,DE,Age (years),65 or older,38.4,30.3,0,1
2013,DE,Education,College graduate,35.7,24.7,0,1
2013,DE,Education,High school graduate,35.4,29.8,0,1
2013,DE,Education,Less than high school,29.6,39.3,1,0
2013,DE,Education,Some college or technical school,31.2,34.6,1,0
2013,DE,Income,"$15,000 - $24,999",31.4,36.3,1,0
2013,DE,Income,"$25,000 - $34,999",34.0,36.8,1,0
2013,DE,Income,"$35,000 - $49,999",33.3,29.9,0,0
2013,DE,Income,"$50,000 - $74,999",38.8,31.7,1,1
2013,DE,Income,"$75,000 or greater",35.3,28.2,0,1
2013,DE,Income,Data not reported,31.6,25.5,0,0
2013,DE,Income,"Less than $15,000",25.3,36.5,1,0
2013,DE,Race/Ethnicity,2 or more races,25.7,22.8,0,0
2013,DE,Race/Ethnicity,Asian,21.2,8.2,0,0
2013,DE,Race/Ethnicity,Hispanic,39.4,36.4,1,1
2013,DE,Race/Ethnicity,Non-Hispanic Black,32.4,39.3,1,0
2013,DE,Race/Ethnicity,Non-Hispanic White,33.6,29.3,0,0
2013,DE,Race/Ethnicity,Other,43.5,19.1,0,1
2013,DE,Sex,Female,27.0,31.5,0,0
2013,DE,Sex,Male,40.3,30.6,0,1
2013,DE,Total,Total,33.5,31.1,0,0
2013,FL,Age (years),18 - 24,24.1,12.3,0,0
2013,FL,Age (years),25 - 34,34.2,25.3,0,0
2013,FL,Age (years),35 - 44,34.6,32.0,1,0
2013,FL,Age (years),45 - 54,38.8,32.2,1,1
2013,FL,Age (years),55 - 64,40.0,28.0,0,1
2013,FL,Age (years),65 or older,40.5,24.8,0,1
2013,FL,Education,College graduate,37.3,21.8,0,1
2013,FL,Education,High school graduate,35.4,28.4,0,1
2013,FL,Education,Less than high school,38.4,29.4,0,1
2013,FL,Education,Some college or technical school,35.8,26.5,0,1
2013,FL,Income,"$15,000 - $24,999",36.6,27.2,0,1
2013,FL,Income,"$25,000 - $34,999",37.5,26.5,0,1
2013,FL,Income,"$35,000 - $49,999",36.8,28.7,0,1
2013,FL,Income,"$50,000 - $74,999",36.7,27.7,0,1
2013,FL,Income,"$75,000 or greater",38.5,22.8,0,1
2013,FL,Income,Data not reported,34.9,20.1,0,1
2013,FL,Income,"Less than $15,000",32.2,33.7,1,0
2013,FL,Race/Ethnicity,2 or more races,30.2,33.8,1,0
2013,FL,Race/Ethnicity,American Indian/Alaska Native,31.5,34.9,1,0
2013,FL,Race/Ethnicity,Asian,29.5,14.1,0,0
2013,FL,Race/Ethnicity,Hawaiian/Pacific Islander,49.1,22.4,0,1
2013,FL,Race/Ethnicity,Hispanic,38.6,26.4,0,1
2013,FL,Race/Ethnicity,Non-Hispanic Black,36.9,34.2,1,1
2013,FL,Race/Ethnicity,Non-Hispanic White,35.8,25.1,0,1
2013,FL,Race/Ethnicity,Other,46.0,20.2,0,1
2013,FL,Sex,Female,30.0,25.3,0,0
2013,FL,Sex,Male,42.9,27.5,0,1
2013,FL,Total,Total,36.4,26.4,0,1
2013,GA,Age (years),18 - 24,22.2,19.8,0,0
2013,GA,Age (years),25 - 34,35.6,27.3,0,1
2013,GA,Age (years),35 - 44,36.2,34.7,1,1
2013,GA,Age (years),45 - 54,38.4,34.9,1,1
2013,GA,Age (years),55 - 64,36.7,35.9,1,1
2013,GA,Age (years),65 or older,40.2,26.5,0,1
2013,GA,Education,College graduate,37.9,24.6,0,1
2013,GA,Education,High school graduate,34.6,32.0,1,0
2013,GA,Education,Less than high school,36.6,35.1,1,1
2013,GA,Education,Some college or technical school,33.4,30.8,0,0
2013,GA,Income,"$15,000 - $24,999",33.5,33.4,1,0
2013,GA,Income,"$25,000 - $34,999",31.3,32.3,1,0
2013,GA,Income,"$35,000 - $49,999",37.3,31.6,0,1
2013,GA,Income,"$50,000 - $74,999",39.3,33.2,1,1
2013,GA,Income,"$75,000 or greater",38.4,25.2,0,1
2013,GA,Income,Data not reported,32.6,25.2,0,0
2013,GA,Income,"Less than $15,000",33.2,35.8,1,0
2013,GA,Race/Ethnicity,2 or more races,32.7,37.1,1,0
2013,GA,Race/Ethnicity,American Indian/Alaska Native,34.8,30.7,0,1
2013,GA,Race/Ethnicity,Asian,26.2,12.0,0,0
2013,GA,Race/Ethnicity,Hispanic,32.9,28.5,0,0
2013,GA,Race/Ethnicity,Non-Hispanic Black,35.4,38.3,1,1
2013,GA,Race/Ethnicity,Non-Hispanic White,36.2,27.4,0,1
2013,GA,Race/Ethnicity,Other,31.8,36.7,1,0
2013,GA,Sex,Female,29.8,31.5,0,0
2013,GA,Sex,Male,40.9,29.2,0,1
2013,GA,Total,Total,35.4,30.3,0,1
2013,HI,Age (years),18 - 24,24.5,15.0,0,0
2013,HI,Age (years),25 - 34,34.1,25.8,0,0
2013,HI,Age (years),35 - 44,37.0,24.2,0,1
2013,HI,Age (years),45 - 54,35.7,27.0,0,1
2013,HI,Age (years),55 - 64,34.7,21.9,0,0
2013,HI,Age (years),65 or older,32.9,16.1,0,0
2013,HI,Education,College graduate,35.8,15.7,0,1
2013,HI,Education,High school graduate,34.1,24.2,0,0
2013,HI,Education,Less than high school,26.7,29.3,0,0
2013,HI,Education,Some college or technical school,33.3,22.3,0,0
2013,HI,Income,"$15,000 - $24,999",29.3,26.0,0,0
2013,HI,Income,"$25,000 - $34,999",34.2,19.8,0,0
2013,HI,Income,"$35,000 - $49,999",31.9,23.4,0,0
2013,HI,Income,"$50,000 - $74,999",39.1,23.9,0,1
2013,HI,Income,"$75,000 or greater",36.5,20.8,0,1
2013,HI,Income,Data not reported,25.4,17.1,0,0
2013,HI,Income,"Less than $15,000",32.9,20.6,0,0
2013,HI,Race/Ethnicity,2 or more races,32.1,33.9,1,0
2013,HI,Race/Ethnicity,Asian,33.1,11.9,0,0
2013,HI,Race/Ethnicity,Hawaiian/Pacific Islander,28.7,56.2,1,0
2013,HI,Race/Ethnicity,Hispanic,35.4,32.9,1,1
2013,HI,Race/Ethnicity,Non-Hispanic White,34.5,19.1,0,0
2013,HI,Race/Ethnicity,Other,28.7,23.7,0,0
2013,HI,Sex,Female,27.0,18.7,0,0
2013,HI,Sex,Male,39.9,24.7,0,1
2013,HI,Total,Total,33.6,21.8,0,0
2013,IA,Age (years),18 - 24,27.2,18.1,0,0
2013,IA,Age (years),25 - 34,34.5,31.5,0,0
2013,IA,Age (years),35 - 44,36.8,34.3,1,1
2013,IA,Age (years),45 - 54,37.3,34.9,1,1
2013,IA,Age (years),55 - 64,36.7,37.4,1,1
2013,IA,Age (years),65 or older,39.5,29.9,0,1
2013,IA,Education,College graduate,35.7,26.7,0,1
2013,IA,Education,High school graduate,36.9,33.0,1,1
2013,IA,Education,Less than high school,34.0,32.2,1,0
2013,IA,Education,Some college or technical school,35.2,32.5,1,1
2013,IA,Income,"$15,000 - $24,999",36.0,33.0,1,1
2013,IA,Income,"$25,000 - $34,999",36.6,32.1,1,1
2013,IA,Income,"$35,000 - $49,999",35.8,33.1,1,1
2013,IA,Income,"$50,000 - $74,999",37.9,31.4,0,1
2013,IA,Income,"$75,000 or greater",37.6,29.4,0,1
2013,IA,Income,Data not reported,30.5,25.5,0,0
2013,IA,Income,"Less than $15,000",31.5,37.1,1,0
2013,IA,Race/Ethnicity,Hispanic,32.7,39.4,1,0
2013,IA,Race/Ethnicity,Non-Hispanic Black,35.7,45.2,1,1
2013,IA,Race/Ethnicity,Non-Hispanic White,35.9,31.0,0,1
2013,IA,Sex,Female,30.2,30.1,0,0
2013,IA,Sex,Male,41.0,32.4,1,1
2013,IA,Total,Total,35.7,31.3,0,1
2013,ID,Age (years),18 - 24,30.5,16.8,0,0
2013,ID,Age (years),25 - 34,30.0,27.6,0,0
2013,ID,Age (years),35 - 44,35.3,32.1,1,1
2013,ID,Age (years),45 - 54,36.7,34.4,1,1
2013,ID,Age (years),55 - 64,38.4,34.8,1,1
2013,ID,Age (years),65 or older,39.8,29.9,0,1
2013,ID,Education,College graduate,35.0,24.2,0,1
2013,ID,Education,High school graduate,35.7,31.1,0,1
2013,ID,Education,Less than high school,34.3,32.3,1,0
2013,ID,Education,Some college or technical school,35.7,30.9,0,1
2013,ID,Income,"$15,000 - $24,999",30.2,32.1,1,0
2013,ID,Income,"$25,000 - $34,999",38.2,32.2,1,1
2013,ID,Income,"$35,000 - $49,999",36.1,33.6,1,1
2013,ID,Income,"$50,000 - $74,999",36.3,30.7,0,1
2013,ID,Income,"$75,000 or greater",37.5,23.0,0,1
2013,ID,Income,Data not reported,38.8,22.1,0,1
2013,ID,Income,"Less than $15,000",30.9,33.7,1,0
2013,ID,Race/Ethnicity,2 or more races,22.5,41.9,1,0
2013,ID,Race/Ethnicity,American Indian/Alaska Native,25.0,45.4,1,0
2013,ID,Race/Ethnicity,Hispanic,32.3,38.6,1,0
2013,ID,Race/Ethnicity,Non-Hispanic White,35.8,28.4,0,1
2013,ID,Sex,Female,28.9,27.9,0,0
2013,ID,Sex,Male,41.4,31.2,0,1
2013,ID,Total,Total,35.4,29.6,0,1
2013,IL,Age (years),18 - 24,27.2,15.8,0,0
2013,IL,Age (years),25 - 34,35.1,24.0,0,1
2013,IL,Age (years),35 - 44,36.5,33.7,1,1
2013,IL,Age (years),45 - 54,33.4,35.7,1,0
2013,IL,Age (years),55 - 64,38.5,34.8,1,1
2013,IL,Age (years),65 or older,39.3,28.8,0,1
2013,IL,Education,College graduate,35.5,22.8,0,1
2013,IL,Education,High school graduate,32.2,33.5,1,0
2013,IL,Education,Less than high school,40.6,31.2,0,1
2013,IL,Education,Some college or technical school,35.8,30.9,0,1
2013,IL,Income,"$15,000 - $24,999",36.5,33.0,1,1
2013,IL,Income,"$25,000 - $34,999",33.8,35.8,1,0
2013,IL,Income,"$35,000 - $49,999",36.2,32.8,1,1
2013,IL,Income,"$50,000 - $74,999",36.3,28.0,0,1
2013,IL,Income,"$75,000 or greater",36.8,24.8,0,1
2013,IL,Income,Data not reported,30.3,23.2,0,0
2013,IL,Income,"Less than $15,000",30.0,32.1,1,0
2013,IL,Race/Ethnicity,2 or more races,27.9,26.5,0,0
2013,IL,Race/Ethnicity,Asian,32.6,7.9,0,0
2013,IL,Race/Ethnicity,Hispanic,35.3,35.8,1,1
2013,IL,Race/Ethnicity,Non-Hispanic Black,36.2,37.9,1,1
2013,IL,Race/Ethnicity,Non-Hispanic White,35.6,27.9,0,1
2013,IL,Sex,Female,29.9,30.5,0,0
2013,IL,Sex,Male,41.0,28.3,0,1
2013,IL,Total,Total,35.3,29.4,0,1
2013,IN,Age (years),18 - 24,25.9,19.7,0,0
2013,IN,Age (years),25 - 34,33.2,29.2,0,0
2013,IN,Age (years),35 - 44,39.2,32.7,1,1
2013,IN,Age (years),45 - 54,35.6,38.8,1,1
2013,IN,Age (years),55 - 64,36.3,37.0,1,1
2013,IN,Age (years),65 or older,40.1,30.7,0,1
2013,IN,Education,College graduate,37.3,25.4,0,1
2013,IN,Education,High school graduate,37.0,33.0,1,1
2013,IN,Education,Less than high school,31.3,35.1,1,0
2013,IN,Education,Some college or technical school,34.3,33.6,1,0
2013,IN,Income,"$15,000 - $24,999",35.1,34.8,1,1
2013,IN,Income,"$25,000 - $34,999",35.7,33.7,1,1
2013,IN,Income,"$35,000 - $49,999",37.6,34.4,1,1
2013,IN,Income,"$50,000 - $74,999",36.2,33.2,1,1
2013,IN,Income,"$75,000 or greater",37.9,27.1,0,1
2013,IN,Income,Data not reported,32.7,26.8,0,0
2013,IN,Income,"Less than $15,000",29.9,37.1,1,0
2013,IN,Race/Ethnicity,2 or more races,30.6,37.3,1,0
2013,IN,Race/Ethnicity,American Indian/Alaska Native,25.3,44.7,1,0
2013,IN,Race/Ethnicity,Asian,26.8,7.0,0,0
2013,IN,Race/Ethnicity,Hispanic,36.3,34.9,1,1
2013,IN,Race/Ethnicity,Non-Hispanic Black,32.0,41.7,1,0
2013,IN,Race/Ethnicity,Non-Hispanic White,36.1,30.6,0,1
2013,IN,Sex,Female,29.6,32.6,1,0
2013,IN,Sex,Male,41.2,31.1,0,1
2013,IN,Total,Total,35.4,31.8,1,1
2013,KS,Age (years),18 - 24,28.8,18.1,0,0
2013,KS,Age (years),25 - 34,32.3,28.9,0,0
2013,KS,Age (years),35 - 44,35.3,34.5,1,1
2013,KS,Age (years),45 - 54,37.3,34.1,1,1
2013,KS,Age (years),55 - 64,36.1,37.0,1,1
2013,KS,Age (years),65 or older,40.3,25.9,0,1
2013,KS,Education,College graduate,37.0,25.1,0,1
2013,KS,Education,High school graduate,34.9,31.0,0,1
2013,KS,Education,Less than high school,33.0,35.1,1,0
2013,KS,Education,Some college or technical school,35.1,31.4,0,1
2013,KS,Income,"$15,000 - $24,999",32.5,33.6,1,0
2013,KS,Income,"$25,000 - $34,999",35.9,31.1,0,1
2013,KS,Income,"$35,000 - $49,999",37.8,31.7,1,1
2013,KS,Income,"$50,000 - $74,999",36.1,30.6,0,1
2013,KS,Income,"$75,000 or greater",38.8,26.2,0,1
2013,KS,Income,Data not reported,33.0,25.5,0,0
2013,KS,Income,"Less than $15,000",27.6,35.3,1,0
2013,KS,Race/Ethnicity,2 or more races,32.1,31.0,0,0
2013,KS,Race/Ethnicity,American Indian/Alaska Native,38.2,36.8,1,1
2013,KS,Race/Ethnicity,Asian,34.8,9.1,0,1
2013,KS,Race/Ethnicity,Hispanic,38.2,33.6,1,1
